lat,lon,jobs
31.8,-93.6,76
31.8,-93.5,70
31.8,-93.4,37
31.8,-89.9,2
31.8,-89.3,2
31.8,-88.6,1
31.9,-105.8,2
31.9,-104.4,11
31.9,-104.3,115
31.9,-104.2,192
31.9,-104.1,311
31.9,-104.0,231
31.9,-103.9,295
31.9,-103.8,248
31.9,-103.7,318
31.9,-103.6,386
31.9,-103.5,271
31.9,-103.4,147
31.9,-103.3,95
31.9,-103.2,29
31.9,-103.1,209
31.9,-103.0,73
31.9,-102.9,12
31.9,-102.8,5
31.9,-102.7,74
31.9,-102.6,419
31.9,-102.5,40
31.9,-102.4,35
31.9,-102.3,124
31.9,-102.2,422
31.9,-102.1,553
31.9,-102.0,496
31.9,-101.9,412
31.9,-101.8,419
31.9,-101.7,416
31.9,-101.6,122
31.9,-101.5,326
31.9,-101.4,80
31.9,-101.3,27
31.9,-101.2,1
31.9,-101.1,7
31.9,-101.0,6
31.9,-100.9,1
31.9,-100.7,2
31.9,-100.3,3
31.9,-100.0,4
31.9,-96.3,4
31.9,-96.2,1
31.9,-95.9,4
31.9,-95.5,1
31.9,-95.4,2
31.9,-95.0,10
31.9,-94.8,1
31.9,-94.2,4
31.9,-94.0,7
31.9,-93.9,4
31.9,-93.8,42
31.9,-93.7,72
31.9,-93.6,96
31.9,-93.5,83
31.9,-93.4,59
31.9,-93.3,37
31.9,-91.3,2
31.9,-89.3,7
31.9,-88.8,1
31.9,-76.0,8
31.9,-75.9,2
32.0,-105.8,1
32.0,-104.8,1
32.0,-104.5,1
32.0,-104.4,22
32.0,-104.3,63
32.0,-104.2,230
32.0,-104.1,245
32.0,-104.0,271
32.0,-103.9,374
32.0,-103.8,351
32.0,-103.7,405
32.0,-103.6,581
32.0,-103.5,230
32.0,-103.4,254
32.0,-103.3,54
32.0,-103.2,4
32.0,-103.1,15
32.0,-103.0,9
32.0,-102.9,4
32.0,-102.8,40
32.0,-102.7,310
32.0,-102.6,271
32.0,-102.5,47
32.0,-102.4,162
32.0,-102.3,503
32.0,-102.2,578
32.0,-102.1,227
32.0,-102.0,330
32.0,-101.9,247
32.0,-101.8,282
32.0,-101.7,240
32.0,-101.6,63
32.0,-101.5,59
32.0,-101.4,66
32.0,-101.3,20
32.0,-101.2,35
32.0,-101.1,3
32.0,-101.0,19
32.0,-100.9,2
32.0,-100.8,5
32.0,-100.7,1
32.0,-100.6,7
32.0,-100.5,7
32.0,-100.2,8
32.0,-99.9,1
32.0,-99.8,5
32.0,-99.1,1
32.0,-97.3,3
32.0,-97.0,3
32.0,-96.3,1
32.0,-96.2,1
32.0,-96.1,2
32.0,-96.0,1
32.0,-95.9,1
32.0,-95.8,7
32.0,-95.7,1
32.0,-95.6,1
32.0,-95.4,1
32.0,-95.1,1
32.0,-94.9,1
32.0,-94.7,19
32.0,-94.6,10
32.0,-94.5,13
32.0,-94.4,19
32.0,-94.3,17
32.0,-94.2,22
32.0,-94.1,15
32.0,-94.0,75
32.0,-93.9,54
32.0,-93.8,48
32.0,-93.7,44
32.0,-93.6,64
32.0,-93.5,52
32.0,-93.4,81
32.0,-93.3,33
32.0,-93.2,10
32.0,-91.3,2
32.0,-89.6,1
32.0,-89.3,1
32.1,-104.4,26
32.1,-104.3,32
32.1,-104.2,167
32.1,-104.1,167
32.1,-104.0,188
32.1,-103.9,288
32.1,-103.8,328
32.1,-103.7,379
32.1,-103.6,695
32.1,-103.5,460
32.1,-103.4,206
32.1,-103.3,218
32.1,-103.2,2
32.1,-103.1,3
32.1,-103.0,5
32.1,-102.9,9
32.1,-102.8,68
32.1,-102.7,221
32.1,-102.6,28
32.1,-102.5,57
32.1,-102.4,38
32.1,-102.3,397
32.1,-102.2,540
32.1,-102.1,482
32.1,-102.0,397
32.1,-101.9,336
32.1,-101.8,311
32.1,-101.7,293
32.1,-101.6,110
32.1,-101.5,112
32.1,-101.4,120
32.1,-101.3,128
32.1,-101.2,36
32.1,-101.1,3
32.1,-101.0,9
32.1,-100.9,2
32.1,-100.6,2
32.1,-100.5,4
32.1,-100.4,7
32.1,-100.3,1
32.1,-100.2,2
32.1,-100.1,2
32.1,-99.9,1
32.1,-99.8,2
32.1,-99.7,4
32.1,-99.6,1
32.1,-99.4,2
32.1,-99.1,2
32.1,-99.0,6
32.1,-97.7,2
32.1,-97.4,1
32.1,-97.3,1
32.1,-96.3,1
32.1,-96.2,1
32.1,-95.8,1
32.1,-95.7,2
32.1,-95.5,1
32.1,-95.4,1
32.1,-95.2,12
32.1,-95.1,43
32.1,-95.0,7
32.1,-94.9,53
32.1,-94.8,39
32.1,-94.7,21
32.1,-94.6,21
32.1,-94.5,59
32.1,-94.4,114
32.1,-94.3,53
32.1,-94.2,68
32.1,-94.1,69
32.1,-94.0,123
32.1,-93.9,98
32.1,-93.8,89
32.1,-93.7,60
32.1,-93.6,102
32.1,-93.5,76
32.1,-93.4,98
32.1,-93.3,47
32.1,-93.2,7
32.1,-93.1,2
32.1,-93.0,1
32.1,-92.3,1
32.1,-92.1,5
32.1,-92.0,1
32.1,-91.4,1
32.1,-89.6,1
32.2,-104.5,4
32.2,-104.3,34
32.2,-104.2,75
32.2,-104.1,250
32.2,-104.0,424
32.2,-103.9,243
32.2,-103.8,349
32.2,-103.7,436
32.2,-103.6,651
32.2,-103.5,547
32.2,-103.4,189
32.2,-103.3,131
32.2,-103.2,5
32.2,-103.1,49
32.2,-103.0,35
32.2,-102.9,22
32.2,-102.8,122
32.2,-102.7,365
32.2,-102.6,60
32.2,-102.5,98
32.2,-102.4,27
32.2,-102.3,178
32.2,-102.2,382
32.2,-102.1,296
32.2,-102.0,388
32.2,-101.9,377
32.2,-101.8,375
32.2,-101.7,330
32.2,-101.6,189
32.2,-101.5,174
32.2,-101.4,180
32.2,-101.3,32
32.2,-101.2,8
32.2,-101.1,1
32.2,-101.0,12
32.2,-100.9,1
32.2,-100.8,1
32.2,-100.7,2
32.2,-100.6,1
32.2,-100.5,3
32.2,-100.4,2
32.2,-100.3,2
32.2,-100.2,10
32.2,-99.2,1
32.2,-97.7,3
32.2,-97.6,1
32.2,-97.5,13
32.2,-96.0,1
32.2,-95.9,1
32.2,-95.6,1
32.2,-95.4,18
32.2,-95.2,1
32.2,-95.1,44
32.2,-95.0,5
32.2,-94.9,25
32.2,-94.8,22
32.2,-94.7,1
32.2,-94.6,2
32.2,-94.5,33
32.2,-94.4,144
32.2,-94.3,78
32.2,-94.2,60
32.2,-94.1,103
32.2,-94.0,101
32.2,-93.9,108
32.2,-93.8,106
32.2,-93.7,205
32.2,-93.6,126
32.2,-93.5,137
32.2,-93.4,125
32.2,-93.3,78
32.2,-93.2,12
32.2,-93.0,3
32.2,-92.8,1
32.2,-88.0,1
32.3,-104.7,1
32.3,-104.4,1
32.3,-104.3,29
32.3,-104.2,128
32.3,-104.1,224
32.3,-104.0,306
32.3,-103.9,243
32.3,-103.8,278
32.3,-103.7,382
32.3,-103.6,314
32.3,-103.5,223
32.3,-103.4,129
32.3,-103.3,4
32.3,-103.2,9
32.3,-103.1,4
32.3,-103.0,1
32.3,-102.9,3
32.3,-102.8,106
32.3,-102.7,641
32.3,-102.6,47
32.3,-102.5,66
32.3,-102.4,65
32.3,-102.3,209
32.3,-102.2,439
32.3,-102.1,437
32.3,-102.0,453
32.3,-101.9,351
32.3,-101.8,501
32.3,-101.7,538
32.3,-101.6,396
32.3,-101.5,297
32.3,-101.4,192
32.3,-101.3,23
32.3,-101.2,121
32.3,-101.1,5
32.3,-101.0,1
32.3,-100.9,1
32.3,-100.8,2
32.3,-100.7,1
32.3,-100.6,1
32.3,-100.5,4
32.3,-100.4,6
32.3,-100.3,6
32.3,-99.9,1
32.3,-99.6,1
32.3,-99.5,1
32.3,-99.2,2
32.3,-97.9,1
32.3,-97.6,4
32.3,-97.5,31
32.3,-97.4,26
32.3,-97.2,7
32.3,-95.8,1
32.3,-95.7,2
32.3,-95.6,1
32.3,-95.4,2
32.3,-95.1,13
32.3,-94.9,6
32.3,-94.8,8
32.3,-94.7,7
32.3,-94.6,10
32.3,-94.5,28
32.3,-94.4,48
32.3,-94.3,57
32.3,-94.2,87
32.3,-94.1,81
32.3,-94.0,74
32.3,-93.9,90
32.3,-93.8,98
32.3,-93.7,98
32.3,-93.6,129
32.3,-93.5,99
32.3,-93.4,100
32.3,-93.3,93
32.3,-93.2,6
32.3,-93.1,5
32.3,-93.0,8
32.3,-92.9,1
32.3,-92.6,4
32.3,-92.3,1
32.4,-120.0,1
32.4,-104.7,1
32.4,-104.6,2
32.4,-104.4,3
32.4,-104.3,7
32.4,-104.2,98
32.4,-104.1,65
32.4,-104.0,2
32.4,-103.9,33
32.4,-103.8,75
32.4,-103.7,302
32.4,-103.6,239
32.4,-103.5,124
32.4,-103.4,187
32.4,-103.3,3
32.4,-103.2,67
32.4,-103.1,15
32.4,-103.0,2
32.4,-102.9,4
32.4,-102.8,313
32.4,-102.7,262
32.4,-102.6,307
32.4,-102.5,130
32.4,-102.4,178
32.4,-102.3,268
32.4,-102.2,569
32.4,-102.1,328
32.4,-102.0,425
32.4,-101.9,335
32.4,-101.8,314
32.4,-101.7,502
32.4,-101.6,581
32.4,-101.5,267
32.4,-101.4,230
32.4,-101.3,180
32.4,-101.2,57
32.4,-101.1,240
32.4,-101.0,106
32.4,-100.7,1
32.4,-100.6,1
32.4,-100.5,8
32.4,-100.4,2
32.4,-100.3,6
32.4,-100.0,1
32.4,-99.9,4
32.4,-99.7,14
32.4,-99.6,2
32.4,-98.5,1
32.4,-98.4,6
32.4,-97.8,3
32.4,-97.7,6
32.4,-97.6,8
32.4,-97.5,10
32.4,-97.4,39
32.4,-97.3,31
32.4,-97.2,24
32.4,-97.1,2
32.4,-95.5,1
32.4,-95.4,1
32.4,-95.3,2
32.4,-95.1,5
32.4,-94.8,3
32.4,-94.7,11
32.4,-94.6,25
32.4,-94.5,11
32.4,-94.4,45
32.4,-94.3,57
32.4,-94.2,68
32.4,-94.1,99
32.4,-94.0,64
32.4,-93.9,39
32.4,-93.8,18
32.4,-93.7,33
32.4,-93.6,85
32.4,-93.5,63
32.4,-93.4,44
32.4,-93.3,28
32.4,-93.2,10
32.4,-93.1,6
32.4,-93.0,10
32.4,-92.9,4
32.4,-92.8,5
32.4,-92.7,3
32.4,-92.6,6
32.4,-92.5,15
32.4,-92.4,2
32.4,-90.7,1
32.4,-90.5,1
32.5,-105.2,1
32.5,-104.6,1
32.5,-104.5,2
32.5,-104.4,5
32.5,-104.3,35
32.5,-104.2,116
32.5,-104.1,74
32.5,-104.0,21
32.5,-103.9,15
32.5,-103.8,1
32.5,-103.7,66
32.5,-103.6,160
32.5,-103.5,77
32.5,-103.4,81
32.5,-103.3,12
32.5,-103.2,84
32.5,-103.1,77
32.5,-103.0,15
32.5,-102.9,82
32.5,-102.8,163
32.5,-102.7,73
32.5,-102.6,244
32.5,-102.5,21
32.5,-102.4,28
32.5,-102.3,32
32.5,-102.2,217
32.5,-102.1,200
32.5,-102.0,103
32.5,-101.9,132
32.5,-101.8,191
32.5,-101.7,353
32.5,-101.6,204
32.5,-101.5,220
32.5,-101.4,236
32.5,-101.3,201
32.5,-101.2,97
32.5,-101.1,32
32.5,-101.0,81
32.5,-100.9,45
32.5,-100.8,5
32.5,-100.7,4
32.5,-100.6,9
32.5,-100.5,12
32.5,-100.4,3
32.5,-100.3,2
32.5,-100.2,4
32.5,-99.3,1
32.5,-99.2,2
32.5,-99.0,2
32.5,-98.4,1
32.5,-98.3,1
32.5,-98.1,13
32.5,-97.8,3
32.5,-97.7,36
32.5,-97.6,27
32.5,-97.5,12
32.5,-97.4,32
32.5,-97.3,67
32.5,-97.2,45
32.5,-97.1,4
32.5,-97.0,2
32.5,-95.6,1
32.5,-95.1,2
32.5,-94.9,6
32.5,-94.8,8
32.5,-94.7,2
32.5,-94.6,7
32.5,-94.5,28
32.5,-94.4,12
32.5,-94.3,24
32.5,-94.2,56
32.5,-94.1,115
32.5,-94.0,73
32.5,-93.9,57
32.5,-93.8,14
32.5,-93.7,10
32.5,-93.6,23
32.5,-93.5,23
32.5,-93.4,2
32.5,-93.3,1
32.5,-93.2,11
32.5,-93.1,6
32.5,-93.0,2
32.5,-92.8,3
32.5,-92.7,1
32.5,-92.6,2
32.5,-92.5,3
32.5,-92.4,1
32.5,-88.0,1
32.6,-104.6,2
32.6,-104.5,42
32.6,-104.4,7
32.6,-104.3,19
32.6,-104.2,83
32.6,-104.1,231
32.6,-104.0,34
32.6,-103.9,81
32.6,-103.8,77
32.6,-103.7,70
32.6,-103.6,103
32.6,-103.5,147
32.6,-103.4,21
32.6,-103.3,37
32.6,-103.2,20
32.6,-103.1,27
32.6,-103.0,86
32.6,-102.9,31
32.6,-102.8,126
32.6,-102.7,162
32.6,-102.6,21
32.6,-102.5,14
32.6,-102.4,8
32.6,-102.3,1
32.6,-102.2,9
32.6,-102.1,58
32.6,-102.0,52
32.6,-101.9,22
32.6,-101.8,44
32.6,-101.7,52
32.6,-101.6,25
32.6,-101.5,22
32.6,-101.4,38
32.6,-101.3,74
32.6,-101.2,7
32.6,-101.1,33
32.6,-101.0,19
32.6,-100.9,1
32.6,-100.8,16
32.6,-100.7,10
32.6,-100.5,2
32.6,-100.4,1
32.6,-100.3,1
32.6,-100.2,39
32.6,-100.1,2
32.6,-99.6,1
32.6,-99.4,9
32.6,-99.3,13
32.6,-99.2,1
32.6,-99.1,5
32.6,-99.0,5
32.6,-98.9,9
32.6,-98.8,1
32.6,-98.7,1
32.6,-98.6,24
32.6,-98.4,2
32.6,-98.3,1
32.6,-98.2,4
32.6,-98.1,5
32.6,-98.0,1
32.6,-97.8,2
32.6,-97.7,15
32.6,-97.6,74
32.6,-97.5,79
32.6,-97.4,39
32.6,-97.3,69
32.6,-97.2,56
32.6,-97.1,83
32.6,-97.0,8
32.6,-95.9,3
32.6,-95.8,1
32.6,-95.7,1
32.6,-95.0,17
32.6,-94.9,1
32.6,-94.8,35
32.6,-94.7,17
32.6,-94.6,2
32.6,-94.5,10
32.6,-94.4,39
32.6,-94.3,11
32.6,-94.2,10
32.6,-94.1,16
32.6,-94.0,31
32.6,-93.9,31
32.6,-93.8,23
32.6,-93.5,1
32.6,-93.2,1
32.6,-92.9,2
32.6,-92.8,124
32.6,-92.7,93
32.6,-92.6,16
32.6,-92.5,3
32.6,-92.3,1
32.6,-90.5,6
32.7,-105.1,1
32.7,-104.5,22
32.7,-104.4,46
32.7,-104.3,5
32.7,-104.2,69
32.7,-104.1,116
32.7,-104.0,29
32.7,-103.9,100
32.7,-103.8,68
32.7,-103.7,79
32.7,-103.6,80
32.7,-103.5,100
32.7,-103.4,14
32.7,-103.3,4
32.7,-103.2,4
32.7,-103.1,2
32.7,-103.0,6
32.7,-102.9,1
32.7,-102.8,65
32.7,-102.7,13
32.7,-102.5,5
32.7,-102.4,1
32.7,-102.3,4
32.7,-102.2,4
32.7,-102.1,3
32.7,-102.0,10
32.7,-101.9,9
32.7,-101.8,18
32.7,-101.7,73
32.7,-101.6,5
32.7,-101.5,9
32.7,-101.4,2
32.7,-101.3,2
32.7,-101.1,14
32.7,-100.8,4
32.7,-100.7,43
32.7,-100.6,26
32.7,-100.5,3
32.7,-100.4,4
32.7,-100.3,4
32.7,-100.2,10
32.7,-100.1,3
32.7,-100.0,1
32.7,-99.3,3
32.7,-99.2,7
32.7,-98.9,1
32.7,-98.8,4
32.7,-98.7,22
32.7,-98.6,29
32.7,-98.4,6
32.7,-98.2,3
32.7,-97.9,1
32.7,-97.8,16
32.7,-97.7,11
32.7,-97.6,48
32.7,-97.5,64
32.7,-97.4,122
32.7,-97.3,65
32.7,-97.2,152
32.7,-97.1,84
32.7,-97.0,22
32.7,-96.6,1
32.7,-95.9,1
32.7,-95.4,9
32.7,-95.1,1
32.7,-95.0,5
32.7,-94.9,3
32.7,-94.7,3
32.7,-94.6,17
32.7,-94.5,4
32.7,-94.4,4
32.7,-94.3,24
32.7,-94.2,14
32.7,-94.0,1
32.7,-93.9,7
32.7,-93.8,7
32.7,-93.7,5
32.7,-93.6,13
32.7,-92.8,2
32.7,-92.5,1
32.7,-92.4,1
32.7,-90.5,1
32.7,-90.4,1
32.8,-104.4,6
32.8,-104.3,84
32.8,-104.2,267
32.8,-104.1,161
32.8,-104.0,59
32.8,-103.9,228
32.8,-103.8,108
32.8,-103.7,50
32.8,-103.6,15
32.8,-103.5,60
32.8,-103.4,21
32.8,-103.3,4
32.8,-103.2,5
32.8,-103.1,8
32.8,-103.0,4
32.8,-102.9,65
32.8,-102.8,1
32.8,-102.7,9
32.8,-102.6,4
32.8,-102.5,2
32.8,-102.3,1
32.8,-102.2,4
32.8,-102.1,3
32.8,-101.9,4
32.8,-101.8,4
32.8,-101.6,3
32.8,-101.5,9
32.8,-101.4,3
32.8,-101.3,1
32.8,-101.2,3
32.8,-101.1,3
32.8,-100.9,14
32.8,-100.8,1
32.8,-100.7,21
32.8,-100.6,30
32.8,-100.5,6
32.8,-100.2,4
32.8,-99.8,3
32.8,-99.7,2
32.8,-99.4,41
32.8,-99.3,3
32.8,-99.0,6
32.8,-98.9,8
32.8,-98.8,16
32.8,-98.7,40
32.8,-98.6,40
32.8,-98.5,2
32.8,-98.4,6
32.8,-98.3,1
32.8,-98.1,1
32.8,-98.0,1
32.8,-97.8,3
32.8,-97.7,6
32.8,-97.6,39
32.8,-97.5,42
32.8,-97.4,65
32.8,-97.3,125
32.8,-97.2,64
32.8,-97.1,44
32.8,-97.0,38
32.8,-95.1,1
32.8,-94.8,3
32.8,-94.6,5
32.8,-94.3,3
32.8,-94.1,3
32.8,-93.7,3
32.8,-93.6,2
32.8,-93.4,6
32.8,-93.3,1
32.8,-92.9,3
32.8,-92.8,2
32.8,-92.5,2
32.8,-92.2,1
32.9,-104.3,2
32.9,-104.2,8
32.9,-104.1,11
32.9,-104.0,18
32.9,-103.9,85
32.9,-103.8,22
32.9,-103.7,7
32.9,-103.6,8
32.9,-103.5,1
32.9,-103.4,10
32.9,-103.3,5
32.9,-103.1,1
32.9,-103.0,4
32.9,-102.9,276
32.9,-102.8,29
32.9,-102.7,8
32.9,-102.4,1
32.9,-102.3,25
32.9,-102.2,10
32.9,-102.0,1
32.9,-101.9,4
32.9,-101.8,4
32.9,-101.7,4
32.9,-101.6,2
32.9,-101.5,23
32.9,-101.4,11
32.9,-101.2,3
32.9,-101.1,4
32.9,-101.0,1
32.9,-100.8,1
32.9,-100.5,3
32.9,-100.4,5
32.9,-100.3,8
32.9,-100.2,7
32.9,-100.0,17
32.9,-99.8,1
32.9,-99.7,1
32.9,-99.2,1
32.9,-99.1,1
32.9,-99.0,7
32.9,-98.9,9
32.9,-98.8,3
32.9,-98.7,34
32.9,-98.6,15
32.9,-98.5,2
32.9,-98.4,14
32.9,-98.3,23
32.9,-98.2,26
32.9,-98.1,6
32.9,-97.7,2
32.9,-97.6,7
32.9,-97.5,66
32.9,-97.4,95
32.9,-97.3,10
32.9,-97.2,52
32.9,-97.1,12
32.9,-95.5,10
32.9,-95.4,1
32.9,-95.3,1
32.9,-94.8,2
32.9,-94.7,14
32.9,-94.6,26
32.9,-94.5,12
32.9,-94.4,13
32.9,-94.3,2
32.9,-94.0,1
32.9,-93.6,3
32.9,-93.5,6
32.9,-93.3,3
32.9,-93.1,5
32.9,-93.0,3
32.9,-92.9,1
32.9,-92.8,1
32.9,-92.7,1
32.9,-92.5,1
32.9,-92.4,4
32.9,-92.3,1
32.9,-90.8,1
33.0,-104.1,35
33.0,-104.0,23
33.0,-103.8,7
33.0,-103.6,1
33.0,-103.3,3
33.0,-103.1,1
33.0,-103.0,62
33.0,-102.9,271
33.0,-102.8,325
33.0,-102.7,68
33.0,-102.6,2
33.0,-102.5,6
33.0,-102.4,1
33.0,-102.3,25
33.0,-102.2,2
33.0,-102.1,1
33.0,-102.0,1
33.0,-101.8,1
33.0,-101.7,2
33.0,-101.6,4
33.0,-101.5,8
33.0,-101.4,1
33.0,-101.2,1
33.0,-101.1,17
33.0,-101.0,1
33.0,-100.3,6
33.0,-100.2,21
33.0,-100.0,6
33.0,-99.4,1
33.0,-99.3,3
33.0,-99.2,31
33.0,-99.1,1
33.0,-99.0,3
33.0,-98.7,12
33.0,-98.6,1
33.0,-98.5,3
33.0,-98.4,4
33.0,-98.3,53
33.0,-98.2,78
33.0,-98.1,33
33.0,-98.0,6
33.0,-97.8,6
33.0,-97.7,8
33.0,-97.6,40
33.0,-97.5,86
33.0,-97.4,173
33.0,-97.3,94
33.0,-97.2,1
33.0,-97.1,7
33.0,-97.0,6
33.0,-95.5,14
33.0,-95.2,5
33.0,-94.7,2
33.0,-94.6,4
33.0,-94.5,12
33.0,-94.4,29
33.0,-94.3,12
33.0,-94.2,3
33.0,-94.1,3
33.0,-93.7,7
33.0,-93.6,1
33.0,-93.4,1
33.0,-93.3,3
33.0,-93.2,2
33.0,-93.1,10
33.0,-93.0,5
33.0,-92.9,1
33.0,-92.5,1
33.1,-103.8,1
33.1,-103.5,1
33.1,-103.4,1
33.1,-103.2,1
33.1,-103.1,10
33.1,-103.0,161
33.1,-102.9,91
33.1,-102.8,32
33.1,-102.7,42
33.1,-102.6,3
33.1,-102.5,5
33.1,-102.3,1
33.1,-102.2,1
33.1,-101.7,3
33.1,-101.5,1
33.1,-101.3,2
33.1,-101.2,1
33.1,-101.0,2
33.1,-100.9,1
33.1,-100.2,39
33.1,-100.1,70
33.1,-100.0,13
33.1,-99.9,5
33.1,-99.8,4
33.1,-99.5,1
33.1,-99.4,6
33.1,-99.3,3
33.1,-99.2,8
33.1,-99.1,3
33.1,-99.0,7
33.1,-98.9,1
33.1,-98.7,17
33.1,-98.6,8
33.1,-98.5,1
33.1,-98.4,3
33.1,-98.3,38
33.1,-98.2,78
33.1,-98.1,77
33.1,-98.0,6
33.1,-97.9,5
33.1,-97.8,20
33.1,-97.7,28
33.1,-97.6,87
33.1,-97.5,203
33.1,-97.4,202
33.1,-97.3,130
33.1,-97.2,13
33.1,-97.1,18
33.1,-97.0,4
33.1,-92.6,1
33.1,-87.1,4
33.2,-103.6,1
33.2,-103.1,48
33.2,-103.0,115
33.2,-102.9,32
33.2,-102.8,8
33.2,-102.7,28
33.2,-102.6,3
33.2,-102.3,3
33.2,-102.0,1
33.2,-101.4,9
33.2,-101.3,6
33.2,-101.2,1
33.2,-100.7,7
33.2,-100.2,1
33.2,-100.1,1
33.2,-100.0,4
33.2,-99.9,2
33.2,-99.8,11
33.2,-99.7,3
33.2,-99.4,7
33.2,-99.3,14
33.2,-99.2,3
33.2,-99.1,1
33.2,-99.0,1
33.2,-98.8,1
33.2,-98.4,9
33.2,-98.3,20
33.2,-98.2,105
33.2,-98.1,88
33.2,-98.0,11
33.2,-97.9,3
33.2,-97.8,1
33.2,-97.7,56
33.2,-97.6,40
33.2,-97.5,54
33.2,-97.4,74
33.2,-97.3,189
33.2,-97.2,142
33.2,-97.1,5
33.2,-96.8,1
33.2,-95.2,1
33.2,-93.1,1
33.3,-104.7,1
33.3,-104.1,1
33.3,-103.1,2
33.3,-103.0,5
33.3,-102.9,6
33.3,-102.8,2
33.3,-102.7,2
33.3,-102.6,35
33.3,-102.5,18
33.3,-102.2,2
33.3,-101.6,1
33.3,-101.5,2
33.3,-101.4,1
33.3,-101.0,1
33.3,-100.2,1
33.3,-99.9,4
33.3,-99.8,3
33.3,-99.4,1
33.3,-99.3,2
33.3,-99.2,4
33.3,-99.1,3
33.3,-98.8,1
33.3,-98.5,1
33.3,-98.4,9
33.3,-98.3,20
33.3,-98.2,77
33.3,-98.1,12
33.3,-98.0,2
33.3,-97.8,14
33.3,-97.7,45
33.3,-97.6,20
33.3,-97.5,27
33.3,-97.4,74
33.3,-97.3,53
33.3,-97.2,7
33.3,-87.5,1
33.3,-87.4,19
33.4,-104.1,1
33.4,-104.0,1
33.4,-103.4,1
33.4,-103.2,1
33.4,-103.0,4
33.4,-102.9,9
33.4,-102.8,3
33.4,-102.7,1
33.4,-102.6,5
33.4,-102.5,26
33.4,-102.4,6
33.4,-102.3,1
33.4,-102.2,2
33.4,-102.0,1
33.4,-101.5,2
33.4,-101.4,150
33.4,-101.0,2
33.4,-100.9,1
33.4,-100.7,1
33.4,-100.2,2
33.4,-100.1,3
33.4,-100.0,4
33.4,-99.7,2
33.4,-99.3,1
33.4,-99.2,3
33.4,-99.1,9
33.4,-98.8,1
33.4,-98.6,87
33.4,-98.5,4
33.4,-98.3,23
33.4,-98.2,14
33.4,-98.1,15
33.4,-98.0,5
33.4,-97.9,12
33.4,-97.8,21
33.4,-97.7,31
33.4,-97.6,34
33.4,-97.5,75
33.4,-97.4,49
33.4,-96.8,1
33.4,-96.5,4
33.4,-96.4,3
33.4,-88.1,11
33.4,-88.0,3
33.4,-87.9,5
33.4,-87.6,1
33.4,-87.5,14
33.4,-87.4,1
33.4,-87.3,4
33.4,-87.2,17
33.4,-87.1,6
33.4,-87.0,4
33.5,-104.3,1
33.5,-104.1,1
33.5,-103.6,2
33.5,-103.5,3
33.5,-103.3,1
33.5,-103.2,3
33.5,-103.0,4
33.5,-102.9,2
33.5,-102.8,8
33.5,-102.7,9
33.5,-102.6,26
33.5,-102.5,8
33.5,-102.4,3
33.5,-102.3,1
33.5,-102.2,2
33.5,-102.1,7
33.5,-101.6,7
33.5,-101.5,354
33.5,-101.4,15
33.5,-100.4,1
33.5,-100.1,149
33.5,-100.0,4
33.5,-99.6,3
33.5,-98.9,2
33.5,-98.7,2
33.5,-98.6,2
33.5,-98.5,2
33.5,-98.4,3
33.5,-98.3,13
33.5,-98.2,8
33.5,-98.1,7
33.5,-98.0,10
33.5,-97.9,19
33.5,-97.8,52
33.5,-97.7,80
33.5,-97.6,49
33.5,-97.5,149
33.5,-97.4,64
33.5,-97.3,1
33.5,-97.1,4
33.5,-96.9,2
33.5,-96.7,2
33.5,-96.5,3
33.5,-96.4,1
33.5,-95.2,1
33.5,-95.1,1
33.5,-88.2,1
33.5,-88.1,20
33.5,-88.0,5
33.5,-87.5,9
33.5,-87.4,4
33.5,-87.2,1
33.5,-87.1,8
33.5,-87.0,6
33.6,-103.5,1
33.6,-103.4,1
33.6,-103.1,1
33.6,-103.0,21
33.6,-102.9,9
33.6,-102.8,2
33.6,-102.7,3
33.6,-102.6,7
33.6,-102.5,21
33.6,-102.4,1
33.6,-102.3,6
33.6,-102.2,8
33.6,-102.1,2
33.6,-102.0,4
33.6,-101.9,4
33.6,-101.7,1
33.6,-101.6,1
33.6,-100.5,5
33.6,-99.1,2
33.6,-99.0,2
33.6,-98.5,3
33.6,-98.4,1
33.6,-98.3,9
33.6,-98.2,2
33.6,-98.1,4
33.6,-98.0,24
33.6,-97.9,97
33.6,-97.8,135
33.6,-97.7,36
33.6,-97.6,25
33.6,-97.5,134
33.6,-96.9,4
33.6,-96.8,2
33.6,-96.7,11
33.6,-96.6,1
33.6,-88.5,1
33.6,-88.3,1
33.6,-87.5,4
33.6,-87.4,10
33.6,-87.0,1
33.7,-118.2,1
33.7,-118.1,14
33.7,-104.4,1
33.7,-103.5,4
33.7,-103.0,1
33.7,-102.9,2
33.7,-102.5,26
33.7,-102.3,2
33.7,-102.2,4
33.7,-102.1,4
33.7,-102.0,2
33.7,-101.9,1
33.7,-101.8,2
33.7,-101.7,1
33.7,-100.1,1
33.7,-100.0,1
33.7,-99.5,1
33.7,-98.7,2
33.7,-98.6,6
33.7,-98.5,1
33.7,-98.4,13
33.7,-98.3,3
33.7,-98.1,3
33.7,-98.0,5
33.7,-97.9,28
33.7,-97.8,3
33.7,-97.7,18
33.7,-97.6,46
33.7,-97.5,8
33.7,-97.4,19
33.7,-97.3,1
33.7,-97.0,2
33.7,-96.9,9
33.7,-96.8,26
33.7,-96.7,19
