lat,lon,jobs
36.6,-99.9,1
36.6,-99.7,1
36.6,-99.6,1
36.6,-99.5,1
36.6,-99.4,1
36.6,-99.3,2
36.6,-99.2,1
36.6,-99.0,2
36.6,-98.9,3
36.6,-98.8,3
36.6,-98.7,11
36.6,-98.6,49
36.6,-98.5,51
36.6,-98.4,57
36.6,-98.3,36
36.6,-98.2,6
36.6,-98.1,15
36.6,-98.0,66
36.6,-97.9,55
36.6,-97.8,12
36.6,-97.7,35
36.6,-97.6,21
36.6,-97.5,1
36.6,-97.4,28
36.6,-97.3,92
36.6,-97.2,64
36.6,-97.1,13
36.6,-97.0,4
36.6,-96.7,5
36.6,-96.5,1
36.6,-96.4,1
36.6,-96.2,1
36.6,-96.0,1
36.6,-95.9,2
36.6,-95.8,1
36.6,-95.7,11
36.6,-95.5,17
36.7,-108.3,3
36.7,-108.2,7
36.7,-108.1,9
36.7,-108.0,4
36.7,-107.9,27
36.7,-107.8,23
36.7,-107.7,23
36.7,-107.6,57
36.7,-107.5,54
36.7,-107.4,46
36.7,-107.3,8
36.7,-107.1,1
36.7,-101.8,5
36.7,-101.7,1
36.7,-101.6,4
36.7,-101.5,2
36.7,-101.4,1
36.7,-101.2,1
36.7,-100.9,5
36.7,-100.8,6
36.7,-100.7,12
36.7,-100.6,17
36.7,-100.5,5
36.7,-100.4,1
36.7,-100.3,2
36.7,-100.2,2
36.7,-100.0,2
36.7,-99.9,3
36.7,-99.8,10
36.7,-99.7,2
36.7,-99.3,4
36.7,-99.2,1
36.7,-99.0,2
36.7,-98.9,6
36.7,-98.8,14
36.7,-98.7,32
36.7,-98.6,135
36.7,-98.5,144
36.7,-98.4,100
36.7,-98.3,52
36.7,-98.2,7
36.7,-98.1,21
36.7,-98.0,10
36.7,-97.9,11
36.7,-97.8,20
36.7,-97.7,4
36.7,-97.6,2
36.7,-97.5,2
36.7,-97.4,7
36.7,-97.3,9
36.7,-97.2,37
36.7,-97.1,11
36.7,-97.0,1
36.7,-96.8,1
36.7,-96.7,2
36.7,-96.4,3
36.7,-96.0,10
36.7,-95.9,1
36.7,-95.8,3
36.7,-95.7,2
36.7,-95.5,3
36.8,-108.5,3
36.8,-108.3,2
36.8,-108.2,1
36.8,-108.1,9
36.8,-108.0,52
36.8,-107.9,26
36.8,-107.8,22
36.8,-107.7,18
36.8,-107.6,7
36.8,-107.5,17
36.8,-107.4,24
36.8,-107.3,14
36.8,-107.2,3
36.8,-105.1,4
36.8,-105.0,6
36.8,-104.9,1
36.8,-101.8,1
36.8,-101.7,1
36.8,-101.5,7
36.8,-101.4,2
36.8,-101.3,6
36.8,-100.9,1
36.8,-100.8,1
36.8,-100.7,1
36.8,-100.4,1
36.8,-100.3,3
36.8,-100.2,3
36.8,-100.1,4
36.8,-100.0,1
36.8,-99.9,18
36.8,-99.8,19
36.8,-99.5,2
36.8,-99.4,1
36.8,-99.3,1
36.8,-99.1,5
36.8,-99.0,14
36.8,-98.9,22
36.8,-98.8,23
36.8,-98.7,48
36.8,-98.6,57
36.8,-98.5,97
36.8,-98.4,120
36.8,-98.3,80
36.8,-98.2,35
36.8,-98.1,31
36.8,-98.0,14
36.8,-97.9,2
36.8,-97.8,56
36.8,-97.7,12
36.8,-97.6,4
36.8,-97.4,1
36.8,-97.2,5
36.8,-97.1,6
36.8,-97.0,7
36.8,-96.5,1
36.8,-96.2,1
36.8,-95.9,8
36.8,-95.8,37
36.8,-95.7,24
36.8,-95.6,1
36.8,-95.5,1
36.9,-108.2,9
36.9,-108.1,39
36.9,-108.0,35
36.9,-107.9,14
36.9,-107.8,15
36.9,-107.7,5
36.9,-107.6,5
36.9,-107.5,25
36.9,-107.4,50
36.9,-107.3,2
36.9,-107.2,3
36.9,-105.0,2
36.9,-104.9,16
36.9,-104.8,8
36.9,-102.2,3
36.9,-102.1,1
36.9,-101.8,1
36.9,-101.7,2
36.9,-101.6,2
36.9,-101.5,4
36.9,-101.4,9
36.9,-101.3,5
36.9,-101.2,1
36.9,-100.8,1
36.9,-100.7,2
36.9,-100.4,2
36.9,-100.3,2
36.9,-100.0,1
36.9,-99.9,4
36.9,-99.5,2
36.9,-99.4,13
36.9,-99.3,34
36.9,-99.2,9
36.9,-99.1,33
36.9,-99.0,49
36.9,-98.9,94
36.9,-98.8,68
36.9,-98.7,63
36.9,-98.6,58
36.9,-98.5,37
36.9,-98.4,54
36.9,-98.3,109
36.9,-98.2,66
36.9,-98.1,24
36.9,-98.0,4
36.9,-97.9,5
36.9,-97.8,40
36.9,-97.7,25
36.9,-97.6,2
36.9,-97.5,3
36.9,-97.4,3
36.9,-97.3,1
36.9,-97.2,6
36.9,-97.1,3
36.9,-97.0,4
36.9,-96.9,11
36.9,-96.8,1
36.9,-96.0,1
36.9,-95.8,1
36.9,-95.7,5
36.9,-95.5,1
36.9,-95.4,1
36.9,-92.5,1
37.0,-109.5,1
37.0,-108.2,1
37.0,-108.1,20
37.0,-108.0,15
37.0,-107.9,2
37.0,-107.8,5
37.0,-107.7,3
37.0,-107.6,13
37.0,-107.5,7
37.0,-107.4,3
37.0,-105.0,3
37.0,-104.9,23
37.0,-104.8,14
37.0,-104.7,3
37.0,-104.6,2
37.0,-102.6,1
37.0,-102.0,1
37.0,-101.8,2
37.0,-101.7,1
37.0,-101.6,6
37.0,-101.5,4
37.0,-101.4,15
37.0,-101.3,7
37.0,-101.2,9
37.0,-100.1,1
37.0,-99.7,3
37.0,-99.2,1
37.0,-99.1,5
37.0,-99.0,6
37.0,-98.9,10
37.0,-98.8,7
37.0,-98.7,7
37.0,-98.6,18
37.0,-98.5,13
37.0,-98.4,39
37.0,-98.3,39
37.0,-98.2,71
37.0,-98.1,40
37.0,-98.0,4
37.0,-97.9,17
37.0,-97.8,11
37.0,-97.7,4
37.0,-97.4,8
37.0,-97.3,14
37.0,-97.0,9
37.0,-96.9,1
37.0,-96.0,1
37.0,-95.8,2
37.0,-95.7,1
37.0,-82.6,1
37.0,-82.5,23
37.0,-82.4,11
37.0,-82.3,5
37.0,-82.2,31
37.0,-82.1,17
37.1,-107.9,4
37.1,-107.8,65
37.1,-107.7,67
37.1,-107.6,40
37.1,-107.5,5
37.1,-107.4,3
37.1,-105.0,12
37.1,-104.9,35
37.1,-104.8,30
37.1,-104.7,5
37.1,-104.6,3
37.1,-102.0,1
37.1,-101.9,3
37.1,-101.6,4
37.1,-101.5,1
37.1,-101.4,1
37.1,-101.3,4
37.1,-99.9,1
37.1,-99.8,1
37.1,-99.7,2
37.1,-99.5,2
37.1,-99.4,21
37.1,-99.3,6
37.1,-99.2,6
37.1,-99.1,2
37.1,-98.5,4
37.1,-98.4,8
37.1,-98.3,17
37.1,-98.2,34
37.1,-98.1,18
37.1,-98.0,57
37.1,-97.9,4
37.1,-97.8,24
37.1,-97.7,2
37.1,-82.5,10
37.1,-82.4,6
37.1,-82.3,97
37.1,-82.2,135
37.1,-82.1,66
37.1,-82.0,12
37.1,-81.9,9
37.1,-81.8,2
37.2,-107.9,2
37.2,-107.8,15
37.2,-107.7,8
37.2,-107.6,6
37.2,-107.5,7
37.2,-107.4,4
37.2,-105.0,10
37.2,-104.9,75
37.2,-104.8,61
37.2,-104.7,24
37.2,-104.4,1
37.2,-102.0,1
37.2,-101.9,6
37.2,-101.6,3
37.2,-101.4,3
37.2,-101.3,4
37.2,-101.2,5
37.2,-101.0,2
37.2,-100.4,1
37.2,-99.7,1
37.2,-99.4,11
37.2,-99.2,7
37.2,-98.4,1
37.2,-98.2,2
37.2,-98.1,6
37.2,-98.0,14
37.2,-97.9,16
37.2,-97.8,1
37.2,-97.7,4
37.2,-97.6,1
37.2,-97.5,2
37.2,-96.9,3
37.2,-86.5,1
37.2,-82.4,4
37.2,-82.3,17
37.2,-82.2,86
37.2,-82.1,13
37.2,-82.0,1
37.2,-81.9,24
37.2,-81.8,9
37.3,-107.8,1
37.3,-107.7,2
37.3,-107.6,2
37.3,-107.5,1
37.3,-105.0,14
37.3,-104.9,22
37.3,-104.8,34
37.3,-104.7,40
37.3,-104.6,1
37.3,-102.2,1
37.3,-101.6,2
37.3,-101.5,3
37.3,-101.4,6
37.3,-101.3,6
37.3,-101.2,4
37.3,-101.1,1
37.3,-101.0,2
37.3,-100.6,3
37.3,-99.5,5
37.3,-99.4,23
37.3,-99.3,1
37.3,-99.2,1
37.3,-98.9,1
37.3,-97.7,3
37.3,-82.3,13
37.3,-82.2,16
37.3,-82.0,10
37.3,-81.9,8
37.3,-81.8,1
37.4,-109.4,1
37.4,-101.6,3
37.4,-101.5,5
37.4,-101.4,5
37.4,-101.3,3
37.4,-101.2,2
37.4,-101.1,4
37.4,-100.9,3
37.4,-100.6,8
37.4,-99.9,1
37.4,-99.5,8
37.4,-99.4,6
37.4,-96.5,1
37.4,-82.2,1
37.4,-82.1,3
37.5,-109.2,1
37.5,-108.6,1
37.5,-101.8,9
37.5,-101.6,3
37.5,-101.5,4
37.5,-101.4,4
37.5,-101.3,5
37.5,-101.2,2
37.5,-101.1,3
37.5,-101.0,5
37.5,-100.9,6
37.5,-100.8,1
37.5,-100.6,1
37.5,-100.0,6
37.5,-99.7,1
37.5,-97.6,1
37.5,-82.0,3
37.6,-101.7,1
37.6,-101.5,3
37.6,-101.4,1
37.6,-101.1,2
37.6,-101.0,30
37.6,-100.9,8
37.6,-100.8,1
37.6,-99.6,1
37.6,-98.4,2
37.6,-97.2,1
37.7,-109.2,1
37.7,-109.1,1
37.7,-108.8,2
37.7,-105.1,2
37.7,-102.6,1
37.7,-101.7,1
37.7,-101.4,3
37.7,-101.1,3
37.7,-101.0,26
37.7,-100.9,8
37.7,-100.6,1
37.7,-100.5,1
37.7,-99.7,1
37.7,-99.5,1
37.7,-98.6,1
37.8,-109.3,1
37.8,-101.2,1
37.8,-101.1,1
37.8,-101.0,2
37.8,-100.9,14
37.8,-100.6,1
37.8,-100.5,8
37.8,-98.8,1
37.8,-98.7,1
37.8,-98.6,1
37.8,-98.5,3
37.8,-98.4,5
37.9,-101.0,5
37.9,-100.9,12
37.9,-100.8,11
37.9,-98.5,4
37.9,-98.4,20
37.9,-98.3,4
38.0,-101.1,9
38.0,-101.0,11
38.0,-100.9,2
38.0,-100.8,1
38.0,-99.8,2
38.0,-98.8,1
38.0,-98.4,1
38.0,-98.3,3
38.0,-97.2,1
38.0,-83.0,1
38.0,-82.8,20
38.0,-82.7,3
38.0,-82.6,18
38.0,-80.3,1
38.1,-108.7,2
38.1,-108.5,10
38.1,-108.3,1
38.1,-102.7,1
38.1,-101.4,1
38.1,-101.3,1
38.1,-101.1,4
38.1,-101.0,3
38.1,-100.7,3
38.1,-87.7,1
38.1,-82.6,2
38.2,-109.4,1
38.2,-109.3,2
38.2,-109.2,12
38.2,-101.5,2
38.2,-101.4,2
38.2,-100.8,1
38.2,-99.9,3
38.2,-88.1,1
38.2,-87.9,1
38.2,-82.7,5
38.3,-109.6,1
38.3,-109.5,1
38.3,-109.2,2
38.3,-105.2,5
38.3,-103.0,1
38.3,-100.9,1
38.3,-100.5,1
38.3,-100.0,1
38.3,-97.9,1
38.4,-115.4,1
38.4,-103.1,1
38.4,-102.8,1
38.4,-83.0,1
38.4,-82.9,2
38.5,-102.1,1
38.5,-100.9,2
38.5,-100.1,1
38.5,-99.6,2
38.5,-88.5,1
38.5,-88.1,1
38.6,-109.9,2
38.6,-109.8,1
38.6,-103.4,1
38.6,-103.2,1
38.6,-102.8,1
38.6,-80.5,1
38.7,-109.9,2
38.7,-104.6,1
38.7,-103.6,2
38.7,-103.4,1
38.7,-102.8,1
38.7,-102.7,1
38.7,-80.5,2
38.7,-80.4,1
38.8,-112.0,2
38.8,-111.9,1
38.8,-97.6,1
38.8,-80.9,2
38.8,-80.3,6
38.8,-80.2,15
38.9,-110.0,1
38.9,-104.5,1
38.9,-103.9,1
38.9,-101.5,2
38.9,-80.9,1
38.9,-80.8,1
38.9,-80.4,2
38.9,-80.3,1
38.9,-80.2,2
39.0,-110.1,1
39.0,-108.2,3
39.0,-108.0,1
39.0,-107.9,1
39.0,-107.5,6
39.0,-107.4,5
39.0,-103.9,1
39.0,-103.6,1
39.0,-99.6,1
39.0,-81.1,1
39.0,-80.5,1
39.0,-80.4,1
39.0,-80.3,1
39.1,-122.0,1
39.1,-121.9,2
39.1,-111.8,1
39.1,-107.5,1
39.1,-107.4,10
39.1,-100.5,1
39.1,-99.8,3
39.1,-99.7,2
39.1,-80.8,19
39.1,-80.7,6
39.1,-80.6,2
39.1,-80.5,3
39.1,-80.4,1
39.1,-80.3,1
39.1,-80.2,6
39.1,-80.1,2
39.2,-121.9,10
39.2,-121.8,5
39.2,-108.1,2
39.2,-107.8,87
39.2,-107.7,40
39.2,-107.6,1
39.2,-107.5,1
39.2,-101.0,1
39.2,-81.0,16
39.2,-80.9,99
39.2,-80.8,120
39.2,-80.7,64
39.2,-80.6,47
39.2,-80.5,53
39.2,-80.4,24
39.2,-80.2,8
39.2,-80.1,9
39.2,-80.0,17
39.3,-109.0,1
39.3,-108.4,6
39.3,-108.1,6
39.3,-107.9,8
39.3,-107.8,225
39.3,-107.7,12
39.3,-107.6,2
39.3,-81.0,98
39.3,-80.9,109
39.3,-80.8,163
39.3,-80.7,83
39.3,-80.6,22
39.3,-80.5,11
39.3,-80.4,29
39.3,-80.3,9
39.3,-80.2,48
39.3,-80.1,36
39.3,-79.9,1
39.4,-110.8,1
39.4,-109.5,5
39.4,-109.4,2
39.4,-109.1,1
39.4,-108.6,1
39.4,-108.4,2
39.4,-108.3,6
39.4,-108.2,3
39.4,-108.1,313
39.4,-108.0,265
39.4,-107.9,20
39.4,-107.8,152
39.4,-107.7,44
39.4,-107.6,1
39.4,-104.4,2
39.4,-103.9,1
39.4,-103.6,2
39.4,-81.1,16
39.4,-81.0,79
39.4,-80.9,105
39.4,-80.8,128
39.4,-80.7,81
39.4,-80.6,9
39.4,-80.5,3
39.4,-80.4,3
39.4,-80.3,4
39.4,-80.2,6
39.4,-80.1,7
39.4,-80.0,13
39.4,-79.9,3
39.5,-122.0,1
39.5,-111.6,2
39.5,-110.7,1
39.5,-109.6,3
39.5,-109.4,1
39.5,-109.3,1
39.5,-108.6,1
39.5,-108.5,4
39.5,-108.2,421
39.5,-108.1,310
39.5,-108.0,321
39.5,-107.9,355
39.5,-107.8,333
39.5,-107.7,102
39.5,-107.6,364
39.5,-107.5,11
39.5,-107.4,1
39.5,-104.6,5
39.5,-104.5,5
39.5,-103.4,1
39.5,-101.7,1
39.5,-82.0,1
39.5,-81.7,1
39.5,-81.4,2
39.5,-81.0,30
39.5,-80.9,129
39.5,-80.8,110
39.5,-80.7,73
39.5,-80.6,38
39.5,-80.5,16
39.5,-80.4,32
39.5,-80.3,33
39.5,-80.2,4
39.5,-80.1,1
39.5,-80.0,11
39.6,-111.1,4
39.6,-110.8,5
39.6,-110.0,1
39.6,-109.4,3
39.6,-108.8,1
39.6,-108.4,4
39.6,-108.3,181
39.6,-108.2,217
39.6,-108.1,70
39.6,-108.0,28
39.6,-107.9,50
39.6,-104.6,46
39.6,-104.5,13
39.6,-104.4,1
39.6,-103.9,3
39.6,-103.4,5
39.6,-81.7,3
39.6,-81.6,2
39.6,-81.5,3
39.6,-81.4,6
39.6,-81.2,4
39.6,-81.1,19
39.6,-81.0,5
39.6,-80.9,63
39.6,-80.8,57
39.6,-80.7,59
39.6,-80.6,113
39.6,-80.5,54
39.6,-80.4,8
39.6,-80.3,35
39.6,-80.2,24
39.6,-80.1,9
39.6,-80.0,2
39.6,-79.8,1
39.6,-79.7,2
39.7,-111.8,1
39.7,-111.1,1
39.7,-110.8,2
39.7,-110.6,1
39.7,-110.3,1
39.7,-110.1,54
39.7,-110.0,1
39.7,-109.4,1
39.7,-108.8,1
39.7,-108.7,1
39.7,-108.2,137
39.7,-108.1,287
39.7,-104.7,55
39.7,-104.6,133
39.7,-104.5,23
39.7,-104.4,1
39.7,-104.3,1
39.7,-103.9,1
39.7,-81.9,1
39.7,-81.6,3
39.7,-81.5,1
39.7,-81.4,7
39.7,-81.3,1
39.7,-81.2,20
39.7,-81.1,29
39.7,-81.0,53
39.7,-80.9,65
39.7,-80.8,79
39.7,-80.7,77
39.7,-80.6,51
39.7,-80.5,24
39.7,-80.4,24
39.7,-80.3,42
39.7,-80.2,79
39.7,-80.1,22
39.7,-80.0,9
39.7,-79.9,3
39.7,-79.8,14
39.7,-79.5,4
39.7,-79.4,6
39.8,-110.6,1
39.8,-110.3,21
39.8,-110.2,22
39.8,-109.7,3
39.8,-109.3,2
39.8,-109.2,1
39.8,-109.0,1
39.8,-108.5,2
39.8,-108.4,4
39.8,-108.3,4
39.8,-108.2,2
39.8,-104.7,58
39.8,-104.6,20
39.8,-104.5,3
39.8,-104.3,2
39.8,-104.0,2
39.8,-102.2,4
39.8,-102.1,1
39.8,-101.9,1
39.8,-81.8,1
39.8,-81.7,1
39.8,-81.6,16
39.8,-81.4,33
39.8,-81.3,65
39.8,-81.2,13
39.8,-81.1,32
39.8,-81.0,67
39.8,-80.9,77
39.8,-80.8,112
39.8,-80.7,122
39.8,-80.6,62
39.8,-80.5,68
39.8,-80.4,57
39.8,-80.3,73
39.8,-80.2,68
39.8,-80.1,36
39.8,-80.0,27
39.8,-79.9,3
39.8,-79.5,1
39.8,-79.4,5
39.8,-79.3,1
39.9,-110.0,4
39.9,-109.9,2
39.9,-109.8,17
39.9,-109.7,25
39.9,-109.6,23
39.9,-109.5,1
39.9,-109.4,25
39.9,-109.3,31
39.9,-109.0,4
39.9,-108.9,4
39.9,-108.8,2
39.9,-108.6,3
39.9,-108.5,10
39.9,-108.4,97
39.9,-108.3,213
39.9,-108.2,46
39.9,-104.9,1
39.9,-104.8,56
39.9,-104.7,19
39.9,-104.6,3
39.9,-104.0,2
39.9,-103.9,1
39.9,-102.4,2
39.9,-102.3,6
39.9,-102.2,5
39.9,-81.7,3
39.9,-81.6,5
39.9,-81.5,20
39.9,-81.4,50
39.9,-81.3,81
39.9,-81.2,60
39.9,-81.1,48
39.9,-81.0,44
39.9,-80.9,79
39.9,-80.8,76
39.9,-80.7,64
39.9,-80.6,34
39.9,-80.5,107
39.9,-80.4,103
39.9,-80.3,189
39.9,-80.2,115
39.9,-80.1,129
39.9,-80.0,70
39.9,-79.9,57
39.9,-79.7,8
40.0,-110.6,29
40.0,-110.5,92
40.0,-110.4,52
40.0,-110.3,86
40.0,-110.2,170
40.0,-110.1,173
40.0,-110.0,116
40.0,-109.9,8
40.0,-109.8,28
40.0,-109.7,44
40.0,-109.6,156
40.0,-109.5,526
40.0,-109.4,541
40.0,-109.3,39
40.0,-109.2,1
40.0,-109.1,6
40.0,-109.0,12
40.0,-108.9,4
40.0,-108.5,4
40.0,-108.4,10
40.0,-108.3,6
40.0,-108.2,1
40.0,-105.1,12
40.0,-105.0,251
40.0,-104.9,529
40.0,-104.8,240
40.0,-104.7,226
40.0,-104.6,47
40.0,-104.5,1
40.0,-104.4,1
40.0,-102.5,8
40.0,-102.4,12
40.0,-102.3,2
40.0,-81.5,34
40.0,-81.4,70
40.0,-81.3,78
40.0,-81.2,40
40.0,-81.1,36
40.0,-81.0,58
40.0,-80.9,57
40.0,-80.8,61
40.0,-80.7,32
40.0,-80.6,93
40.0,-80.5,117
40.0,-80.4,102
40.0,-80.3,143
40.0,-80.2,197
40.0,-80.1,116
40.0,-80.0,42
40.0,-79.9,19
40.0,-79.8,45
40.0,-79.7,11
40.0,-79.6,2
40.0,-79.2,2
40.1,-116.1,1
40.1,-110.7,1
40.1,-110.6,31
40.1,-110.5,55
40.1,-110.4,85
40.1,-110.3,88
40.1,-110.2,120
40.1,-110.1,156
40.1,-110.0,253
40.1,-109.9,69
40.1,-109.8,141
40.1,-109.7,222
40.1,-109.6,43
40.1,-109.5,35
40.1,-109.4,4
40.1,-109.3,4
40.1,-109.2,3
40.1,-108.9,9
40.1,-108.8,5
40.1,-108.6,1
40.1,-108.3,2
40.1,-108.2,3
40.1,-107.9,1
40.1,-105.1,42
40.1,-105.0,563
40.1,-104.9,521
40.1,-104.8,440
40.1,-104.7,616
40.1,-104.6,287
40.1,-104.5,71
40.1,-104.4,11
40.1,-104.3,2
40.1,-104.1,2
40.1,-103.8,4
40.1,-103.2,2
40.1,-102.6,5
40.1,-102.5,13
40.1,-102.4,4
40.1,-95.7,1
40.1,-81.5,13
40.1,-81.4,14
40.1,-81.3,108
40.1,-81.2,9
40.1,-81.1,13
40.1,-81.0,57
40.1,-80.9,63
40.1,-80.8,51
40.1,-80.7,25
40.1,-80.6,104
40.1,-80.5,60
40.1,-80.4,107
40.1,-80.3,126
40.1,-80.2,107
40.1,-80.1,114
40.1,-80.0,34
40.1,-79.9,5
40.1,-79.8,23
40.1,-79.6,4
40.1,-79.4,3
40.1,-79.1,1
40.2,-110.8,1
40.2,-110.7,2
40.2,-110.6,28
40.2,-110.5,53
40.2,-110.4,186
40.2,-110.3,185
40.2,-110.2,53
40.2,-110.1,92
40.2,-110.0,96
40.2,-109.9,253
40.2,-109.8,104
40.2,-109.7,233
40.2,-109.6,77
40.2,-109.5,60
40.2,-109.4,270
40.2,-109.3,106
40.2,-109.2,9
40.2,-108.3,7
40.2,-108.2,2
40.2,-105.1,41
40.2,-105.0,348
40.2,-104.9,419
40.2,-104.8,402
40.2,-104.7,512
40.2,-104.6,384
40.2,-104.5,249
40.2,-104.4,36
40.2,-104.3,2
40.2,-104.2,1
40.2,-103.4,1
40.2,-103.1,1
40.2,-102.6,1
40.2,-82.5,1
40.2,-81.7,1
40.2,-81.6,1
40.2,-81.4,18
40.2,-81.3,41
40.2,-81.2,55
40.2,-81.1,46
40.2,-81.0,59
40.2,-80.9,66
40.2,-80.8,82
40.2,-80.7,51
40.2,-80.6,119
40.2,-80.5,75
40.2,-80.4,120
40.2,-80.3,50
40.2,-80.2,42
40.2,-80.1,92
40.2,-80.0,107
40.2,-79.9,84
40.2,-79.8,11
40.2,-79.7,52
40.2,-78.1,1
40.3,-110.6,1
40.3,-110.5,13
40.3,-110.4,61
40.3,-110.3,108
40.3,-110.2,135
40.3,-110.1,119
40.3,-110.0,115
40.3,-109.9,39
40.3,-109.8,48
40.3,-109.7,19
40.3,-109.6,6
40.3,-109.5,8
40.3,-109.4,2
40.3,-108.0,1
40.3,-105.0,404
40.3,-104.9,258
40.3,-104.8,303
40.3,-104.7,278
40.3,-104.6,433
40.3,-104.5,299
40.3,-104.4,211
40.3,-104.3,132
40.3,-104.2,18
40.3,-104.1,2
40.3,-103.7,1
40.3,-102.6,6
40.3,-102.5,1
40.3,-81.9,1
40.3,-81.6,1
40.3,-81.4,10
40.3,-81.3,22
40.3,-81.2,63
40.3,-81.1,74
40.3,-81.0,21
40.3,-80.9,41
40.3,-80.8,63
40.3,-80.7,70
40.3,-80.6,47
40.3,-80.5,88
40.3,-80.4,137
40.3,-80.3,63
40.3,-80.2,41
40.3,-80.0,20
40.3,-79.9,11
40.3,-79.8,21
40.3,-79.7,34
40.3,-79.6,12
40.3,-79.4,13
40.3,-79.3,9
40.3,-79.2,7
40.3,-79.1,5
40.4,-115.7,1
40.4,-110.5,2
40.4,-110.4,7
40.4,-110.3,4
40.4,-110.2,15
40.4,-110.1,12
40.4,-110.0,30
40.4,-109.9,47
40.4,-109.8,2
40.4,-109.0,1
40.4,-107.5,3
40.4,-107.4,4
40.4,-105.0,94
40.4,-104.9,266
40.4,-104.8,393
40.4,-104.7,337
40.4,-104.6,499
40.4,-104.5,445
40.4,-104.4,390
40.4,-104.3,267
40.4,-104.2,194
40.4,-104.1,4
40.4,-102.6,1
40.4,-102.5,4
40.4,-102.4,6
40.4,-102.3,3
40.4,-81.9,1
40.4,-81.7,4
40.4,-81.3,2
40.4,-81.2,58
40.4,-81.1,128
40.4,-81.0,71
40.4,-80.9,52
40.4,-80.8,31
40.4,-80.7,23
40.4,-80.5,8
40.4,-80.4,60
40.4,-80.3,86
40.4,-79.7,14
40.4,-79.6,27
40.4,-79.5,3
40.4,-79.3,22
40.4,-78.6,1
40.4,-78.5,2
40.5,-110.0,3
40.5,-109.9,1
40.5,-107.8,2
40.5,-107.7,7
40.5,-107.5,3
40.5,-107.3,2
40.5,-107.2,2
40.5,-106.5,1
40.5,-106.4,19
40.5,-105.5,1
40.5,-105.0,1
40.5,-104.9,421
40.5,-104.8,500
40.5,-104.7,238
40.5,-104.6,244
40.5,-104.5,243
40.5,-104.4,323
40.5,-104.3,114
40.5,-104.2,11
40.5,-104.1,1
40.5,-104.0,1
40.5,-103.9,3
40.5,-103.5,1
40.5,-102.4,1
40.5,-102.3,2
40.5,-81.3,4
40.5,-81.2,56
40.5,-81.1,119
40.5,-81.0,140
40.5,-80.9,16
40.5,-80.8,44
40.5,-80.7,7
40.5,-80.5,1
40.5,-80.4,35
40.5,-80.3,58
40.5,-80.2,9
40.5,-79.8,4
40.5,-79.7,13
40.5,-79.6,59
40.5,-79.5,28
40.5,-79.4,2
40.5,-79.2,6
40.5,-79.1,2
40.6,-107.9,1
40.6,-107.8,1
40.6,-107.5,2
40.6,-107.4,1
40.6,-106.5,1
40.6,-106.4,57
40.6,-106.1,3
40.6,-105.1,2
40.6,-105.0,2
40.6,-104.9,113
40.6,-104.8,159
40.6,-104.7,159
40.6,-104.6,110
40.6,-104.5,30
40.6,-104.4,15
40.6,-104.3,25
40.6,-104.2,39
40.6,-104.1,100
40.6,-104.0,48
40.6,-103.9,4
40.6,-103.8,1
40.6,-103.7,1
40.6,-102.3,3
40.6,-102.2,2
40.6,-81.3,2
40.6,-81.2,5
40.6,-81.1,74
40.6,-81.0,54
40.6,-80.9,19
40.6,-80.8,16
40.6,-80.5,2
40.6,-80.2,16
40.6,-79.9,12
40.6,-79.8,46
40.6,-79.7,11
40.6,-79.6,15
40.6,-79.4,13
40.6,-79.3,10
40.6,-79.2,1
40.6,-78.9,1
40.7,-107.9,1
40.7,-106.1,1
40.7,-105.0,5
40.7,-104.9,2
40.7,-104.8,10
40.7,-104.7,1
40.7,-104.6,1
40.7,-104.5,1
40.7,-104.4,1
40.7,-104.3,6
40.7,-104.2,17
40.7,-104.1,142
40.7,-104.0,209
40.7,-103.9,138
40.7,-103.8,44
40.7,-103.7,1
40.7,-103.4,3
40.7,-102.3,2
40.7,-102.2,8
40.7,-102.1,3
40.7,-82.3,2
40.7,-82.2,4
40.7,-81.8,1
40.7,-81.5,1
40.7,-81.3,1
40.7,-81.2,21
40.7,-81.1,14
40.7,-81.0,43
40.7,-80.9,41
40.7,-80.8,2
40.7,-80.7,3
40.7,-80.5,6
40.7,-80.4,7
40.7,-80.2,57
40.7,-80.0,10
40.7,-79.9,39
40.7,-79.8,61
40.7,-79.7,9
40.7,-79.6,43
40.7,-79.5,14
40.7,-79.4,18
40.7,-79.0,3
40.7,-78.9,4
40.7,-78.8,1
40.7,-78.5,1
40.8,-106.3,2
40.8,-105.0,2
40.8,-104.9,5
40.8,-104.8,2
40.8,-104.7,1
40.8,-104.5,2
40.8,-104.2,2
40.8,-104.1,6
40.8,-104.0,67
40.8,-103.9,203
40.8,-103.8,176
40.8,-81.5,5
40.8,-81.0,20
40.8,-80.9,13
40.8,-80.8,5
40.8,-80.7,84
40.8,-80.6,12
40.8,-80.5,8
40.8,-80.4,2
40.8,-80.2,33
40.8,-80.1,60
40.8,-80.0,74
40.8,-79.9,56
40.8,-79.8,52
40.8,-79.7,66
40.8,-79.6,39
40.8,-79.5,29
40.8,-79.4,24
40.8,-79.1,1
40.8,-78.6,1
40.8,-78.5,1
40.8,-78.4,1
40.8,-76.6,1
40.9,-115.4,3
40.9,-110.3,1
40.9,-107.3,4
40.9,-104.8,1
40.9,-104.7,1
40.9,-104.6,3
40.9,-104.5,48
40.9,-104.4,52
40.9,-104.3,3
